_id,count,pinyin_list,defn_list
跷,2,"[""qiāo"",""qiāo""]","[""/to raise one's foot/to stand on tiptoe/stilts/"",""/variant of 蹺|跷[qiao1]/to raise one's foot/stilts/""]"
腿,2,"[""tǔi"",""tǔi""]","[""/leg/CL:條|条[tiao2]/"",""/hip bone/old variant of 腿[tui3]/""]"
徽,2,"[""hūi"",""hūi""]","[""/old variant of 徽[hui1]/"",""/badge/emblem/insignia/crest/logo/coat of arms/""]"
亚洲杯,2,"[""yà zhōu bēi"",""yà zhōu bēi""]","[""/Asian Cup/"",""/Asian Cup/""]"
众,2,"[""zhòng"",""zhòng""]","[""/abbr. for 眾議院|众议院[Zhong4 yi4 yuan4], House of Representatives/many/numerous/crowd/multitude/"",""/variant of 眾|众[zhong4]/""]"
赖,2,"[""lài"",""lài""]","[""/surname Lai/to depend on/to hang on in a place/bad/to renege (on promise)/to disclaim/to rat (on debts)/rascally/to blame/to put the blame on/"",""/variant of 賴|赖[lai4]/""]"
尽快,2,"[""jǐn kuài"",""jǐn kuài""]","[""/as quickly as possible/as soon as possible/with all speed/"",""/see 儘快|尽快[jin3 kuai4]/""]"
板,2,"[""bǎn"",""bǎn""]","[""/board/plank/plate/shutter/table tennis bat/clappers (music)/CL:塊|块[kuai4]/accented beat in Chinese music/hard/stiff/to stop smiling or look serious/"",""/see 老闆|老板, boss/to catch sight of in a doorway (old)/""]"
荡,2,"[""dàng"",""dàng""]","[""/variant of 蕩|荡[dang4]/variant of 燙|烫[tang4]/variant of 趟[tang4]/"",""/to wash/to squander/to sweep away/to move/to shake/dissolute/pond/""]"
桌,2,"[""zhuō"",""zhuō""]","[""/table/desk/classifier for tables of guests at a banquet etc/"",""/old variant of 桌[zhuo1]/""]"
怎么,2,"[""zěn yāo"",""zěn yāo""]","[""/how?/what?/why?/"",""/variant of 怎麼|怎么[zen3 me5]/""]"
扎实,2,"[""zhā shí"",""zhā shí""]","[""/strong/solid/sturdy/firm/practical/"",""/see 扎實|扎实[zha1 shi5]/""]"
霉,2,"[""méi"",""méi""]","[""/bacteria/fungi/moldy/"",""/variant of 霉[mei2]/""]"
恒,2,"[""héng"",""héng""]","[""/surname Heng/permanent/constant/fixed/usual/ordinary/rule (old)/one of the 64 hexagrams of the Book of Changes (䷟)/"",""/variant of 恆|恒[heng2]/""]"
锤,2,"[""chúi"",""chúi""]","[""/hammer/to hammer into shape/weight (e.g. of a steelyard or balance)/to strike with a hammer/"",""/variant of 錘|锤[chui2]/""]"
似,2,"[""sì"",""sì""]","[""/see 似的[shi4 de5]/to seem/to appear/to resemble/similar/-like/pseudo-/(more) than/"",""/old variant of 似[si4]/""]"
菱,2,"[""líng"",""líng""]","[""/Trapa natans/water caltrop/"",""/variant of 菱[ling2]/""]"
沈,2,"[""shěn"",""shěn""]","[""/surname Shen/place name/variant of 沉[chen2]/"",""/liquid/to pour/""]"
樽,2,"[""zūn"",""zūn""]","[""/goblet/bottle/wine-jar/"",""/variant of 樽[zun1]/""]"
樯,2,"[""qiáng"",""qiáng""]","[""/boom/mast/"",""/variant of 檣|樯[qiang2]/""]"
折光,2,"[""zhé guāng"",""zhé guāng""]","[""/refraction/"",""/refraction/""]"
垛,2,"[""duǒ"",""duǒ""]","[""/battlement/target/pile/"",""/variant of 垛[duo3]/""]"
胚,2,"[""pēi"",""pēi""]","[""/variant of 胚[pei1]/"",""/embryo/""]"
合并,2,"[""hé bìng"",""hé bìng""]","[""/variant of 合併|合并[he2 bing4]/"",""/to merge/to annex/""]"
凫,2,"[""fú"",""fú""]","[""/mallard/Anas platyrhyncha/"",""/old variant of 鳧|凫[fu2]/""]"
布道,2,"[""bù dào"",""bù dào""]","[""/sermon/to sermonize/to preach/to evangelize/"",""/to preach (the Christian gospel)/""]"
望,2,"[""wàng"",""wàng""]","[""/full moon/to hope/to expect/to visit/to gaze (into the distance)/to look towards/towards/"",""/15th day of month (lunar calendar)/old variant of 望[wang4]/""]"
褒,2,"[""bāo"",""bāo""]","[""/to praise/to commend/to honor/(of clothes) large or loose/"",""/variant of 褒[bao1]/""]"
昏,2,"[""hūn"",""hūn""]","[""/muddle-headed/twilight/to faint/to lose consciousness/"",""/old variant of 昏[hun1]/""]"
澄,2,"[""chéng"",""chéng""]","[""/variant of 澄[cheng2]/"",""/surname Cheng/clear/limpid/to clarify/to purify/(of liquid) to settle/to become clear/""]"
可采性,2,"[""kě cǎi xìng"",""kě cǎi xìng""]","[""/(mining) workability (of deposits of coal, ore etc)/"",""/(law) admissibility (of evidence in court)/""]"
台中县,2,"[""tái zhōng xiàn"",""tái zhōng xiàn""]","[""/Taichung or Taizhong county in central Taiwan/"",""/Taichung or Taizhong county in central Taiwan/""]"
别,2,"[""bié"",""bié""]","[""/surname Bie/to leave/to depart/to separate/to distinguish/to classify/other/another/don't ...!/to pin/to stick (sth) in/"",""/to make sb change their ways, opinions etc/""]"
遁,2,"[""dùn"",""dùn""]","[""/to evade/to flee/to escape/"",""/variant of 遁[dun4]/""]"
篡,2,"[""cuàn"",""cuàn""]","[""/to seize/to usurp/"",""/old variant of 篡[cuan4]/""]"
矩,2,"[""jǔ"",""jǔ""]","[""/variant of 矩[ju3]/"",""/carpenter's square/rule/regulation/pattern/to carve/""]"
憩,2,"[""qì"",""qì""]","[""/variant of 憩[qi4]/"",""/to rest/""]"
鳝,2,"[""shàn"",""shàn""]","[""/variant of 鱔|鳝[shan4]/"",""/Chinese yellow eel/""]"
柿,2,"[""shì"",""shì""]","[""/old variant of 柿[shi4]/"",""/persimmon/""]"
俯,2,"[""fǔ"",""fǔ""]","[""/variant of 俯[fu3]/"",""/to look down/to stoop/""]"
针,2,"[""zhēn"",""zhēn""]","[""/needle/pin/injection/stitch/CL:根[gen1],支[zhi1]/"",""/variant of 針|针[zhen1], needle/""]"
包扎,2,"[""bāo zhā"",""bāo zhā""]","[""/variant of 包紮|包扎[bao1 za1]/"",""/to wrap up/to pack/to bind up (a wound)/""]"
周,2,"[""zhōu"",""zhōu""]","[""/surname Zhou/Zhou Dynasty (1046-256 BC)/to make a circuit/to circle/circle/circumference/lap/cycle/complete/all/all over/thorough/to help financially/"",""/week/weekly/variant of 周[zhou1]/""]"
老家伙,2,"[""lǎo jiā huǒ"",""lǎo jiā huǒ""]","[""/variant of 老家伙[lao3 jia1 huo5]/"",""/(coll.) old fellow/old codger/""]"
嘻,2,"[""xī"",""xī""]","[""/laugh/giggle/(interjection expressing admiration, surprise etc)/"",""/(interjection expressing surprise, grief etc)/variant of 嘻[xi1]/""]"
余,2,"[""yú"",""yú""]","[""/surname Yu/(archaic) I/me/variant of 餘|余[yu2], surplus/"",""/extra/surplus/remaining/remainder after division/(following numerical value) or more/in excess of (some number)/residue (math.)/after/I/me/""]"
刚才,2,"[""gāng cái"",""gāng cái""]","[""/just now/a moment ago/"",""/(just) a moment ago/""]"
帽,2,"[""mào"",""mào""]","[""/old variant of 帽[mao4]/"",""/hat/cap/""]"
青霉素,2,"[""qīng méi sù"",""qīng méi sù""]","[""/penicillin/"",""/penicillin/""]"
离,2,"[""lí"",""lí""]","[""/mythical beast (archaic)/"",""/surname Li/to leave/to part from/to be away from/(in giving distances) from/without (sth)/independent of/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire/☲/""]"
膳,2,"[""shàn"",""shàn""]","[""/meals/"",""/variant of 膳[shan4]/""]"
局促,2,"[""jú cù"",""jú cù""]","[""/cramped/ill at ease/"",""/narrow (surrounding)/short (of time)/""]"
帮凶,2,"[""bāng xiōng"",""bāng xiōng""]","[""/variant of 幫凶|帮凶[bang1 xiong1]/"",""/accomplice/accessory/""]"
绦,2,"[""tāo"",""tāo""]","[""/see 絛綸|绦纶[di2 lun2]/braid/cord/sash/"",""/variant of 絛|绦[tao1]/""]"
元勋,2,"[""yuán xūn"",""yuán xūn""]","[""/leading light/founding father/principal proponent/also written 元勳|元勋/"",""/leading light/founding father/principal proponent/""]"
耕,2,"[""gēng"",""gēng""]","[""/variant of 耕[geng1]/"",""/to plow/to till/""]"
拟,2,"[""nǐ"",""nǐ""]","[""/doubtful/suspicious/variant of 擬|拟[ni3]/to emulate/to imitate/"",""/to plan to/to draft (a plan)/to imitate/to assess/to compare/pseudo-/""]"
婀,2,"[""ē"",""ē""]","[""/variant of 婀[e1]/"",""/graceful/willowy/unstable/""]"
驳,2,"[""bó"",""bó""]","[""/variegated/heterogeneous/to refute/to contradict/to ship by barge/a barge/a lighter (ship)/"",""/variant of 駁|驳[bo2]/""]"
发布,2,"[""fā bù"",""fā bù""]","[""/to release/to issue/to announce/to distribute/also written 發布|发布[fa1 bu4]/"",""/to release/to issue/to announce/to distribute/""]"
浣,2,"[""wǎn"",""wǎn""]","[""/to wash/to rinse/any of three 10-day division of the month (during Tang dynasty)/Taiwan pr. [huan3]/also pr. [wan3]/"",""/variant of 浣[huan4]/""]"
翻,2,"[""fān"",""fān""]","[""/to turn over/to flip over/to overturn/to rummage through/to translate/to decode/to double/to climb over or into/to cross/"",""/variant of 翻[fan1]/""]"
电线杆,2,"[""diàn xiàn gān"",""diàn xiàn gān""]","[""/electric pole/telephone pole/lamppost/CL:根[gen1]/"",""/electric pole/telephone pole/lamppost/CL:根[gen1]/""]"
罂,2,"[""yīng"",""yīng""]","[""/variant of 罌|罂[ying1]/"",""/earthen jar with small mouth/""]"
钟,2,"[""zhōng"",""zhōng""]","[""/surname Zhong/handleless cup/goblet/to concentrate/variant of 鐘|钟[zhong1]/"",""/clock/o'clock/time as measured in hours and minutes/bell/CL:架[jia4],座[zuo4]/""]"
暂,2,"[""zàn"",""zàn""]","[""/temporary/Taiwan pr. [zhan4]/"",""/to scurry/variant of 暫|暂[zan4]/""]"
词,2,"[""cí"",""cí""]","[""/old variant of 詞|词[ci2]/"",""/word/statement/speech/lyrics/CL:組|组[zu3],個|个[ge4]/a form of lyric poetry, flourishing in the Song dynasty 宋朝|宋朝[Song4 chao2]/CL:首[shou3]/""]"
僵,2,"[""jiāng"",""jiāng""]","[""/rigid/deadlock/stiff (corpse)/"",""/variant of 僵[jiang1]/""]"
侦,2,"[""zhēn"",""zhēn""]","[""/to scout/to spy/to detect/"",""/old variant of 偵|侦[zhen1]/""]"
琅,2,"[""láng"",""láng""]","[""/jade-like stone/clean and white/tinkling of pendants/"",""/see 瑯琊山|琅玡山[Lang2 ya2 Shan1]/(gem)/tinkling of pendants/""]"
丰,2,"[""fēng"",""fēng""]","[""/luxuriant/buxom/variant of 豐|丰[feng1]/variant of 風|风[feng1]/appearance/charm/"",""/surname Feng/abundant/plentiful/fertile/plump/great/""]"
那里,2,"[""nà lǐ"",""nà lǐ""]","[""/there/that place/also written 那裡|那里/"",""/there/that place/""]"
安闲,2,"[""ān xián"",""ān xián""]","[""/at one's ease/carefree/"",""/peaceful and carefree/leisurely/""]"
恶心,2,"[""è xīn"",""è xīn""]","[""/variant of 惡心|恶心[e3 xin1]/"",""/nausea/to feel sick/disgust/nauseating/to embarrass (deliberately)/bad habit/vicious habit/vice/""]"
卷须,2,"[""juàn xū"",""juàn xū""]","[""/tendril/"",""/tendril/""]"
葬,2,"[""zàng"",""zàng""]","[""/old variant of 葬[zang4]/"",""/to bury (the dead)/to inter/""]"
吊,2,"[""diào"",""diào""]","[""/to suspend/to hang up/to hang a person/"",""/a string of 100 cash (arch.)/to lament/to condole with/variant of 吊[diao4]/""]"
略,2,"[""lvè"",""lvè""]","[""/plan/strategy/outline/summary/slightly/rather/to rob/to plunder/to summarize/to omit/"",""/variant of 略[lu:e4]/""]"
概,2,"[""gài"",""gài""]","[""/general/approximate/"",""/old variant of 概[gai4]/""]"
净,2,"[""jìng"",""jìng""]","[""/variant of 淨|净[jing4]/"",""/clean/completely/only/net (income, exports etc)/(Chinese opera) painted face male role/""]"
念念有词,2,"[""niàn niàn yǒu cí"",""niàn niàn yǒu cí""]","[""/variant of 念念有詞|念念有词[nian4 nian4 you3 ci2]/"",""/to mumble/to mutter to oneself/""]"
崭,2,"[""zhǎn"",""zhǎn""]","[""/variant of 嶄|崭[chan2]/variant of 嶄|崭[zhan3]/"",""/precipitous/high/very/""]"
飧,2,"[""sūn"",""sūn""]","[""/(literary) supper/"",""/variant of 飧[sun1]/""]"
雁,2,"[""yàn"",""yàn""]","[""/wild goose/"",""/variant of 雁[yan4]/""]"
复述,2,"[""fù shù"",""fù shù""]","[""/to repeat (one's own words or sb else's)/(in the classroom) to paraphrase what one has learned/"",""/variant of 複述|复述[fu4 shu4]/""]"
饪,2,"[""rèn"",""rèn""]","[""/cooked food/to cook (until ready)/"",""/variant of 飪|饪[ren4]/""]"
翳,2,"[""yì"",""yì""]","[""/variant of 翳[yi4]/"",""/feather screen/to screen/to shade/cataract/""]"
堙,2,"[""yīn"",""yīn""]","[""/bury/mound/to dam/close/"",""/variant of 堙[yin1]/to block/""]"
蒙骗,2,"[""méng piàn"",""méng piàn""]","[""/to hoodwink/to deceive/to dupe sb/"",""/variant of 矇騙|蒙骗[meng1 pian4]/""]"
回响,2,"[""húi xiǎng"",""húi xiǎng""]","[""/variant of 迴響|回响[hui2 xiang3]/"",""/to echo/to reverberate/to respond/echo/response/reaction/""]"
坎,2,"[""kǎn"",""kǎn""]","[""/pit/threshold/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing water/☵/"",""/old variant of 坎[kan3]/pit/hole/""]"
胭,2,"[""yān"",""yān""]","[""/rouge/"",""/variant of 胭[yan1]/""]"
念,2,"[""niàn"",""niàn""]","[""/variant of 念[nian4], to read aloud/"",""/to read/to study (a subject)/to attend (a school)/to read aloud/to give (sb) a tongue-lashing (CL:頓|顿[dun4])/to miss (sb)/idea/remembrance/twenty (banker's anti-fraud numeral corresponding to 廿[nian4])/""]"
凄迷,2,"[""qī mí"",""qī mí""]","[""/pained and bewildered/"",""/dreary and fuzzy (sight)/""]"
注,2,"[""zhù"",""zhù""]","[""/to inject/to pour into/to concentrate/to pay attention/stake (gambling)/classifier for sums of money/variant of 註|注[zhu4]/"",""/to register/to annotate/note/comment/""]"
姻,2,"[""yīn"",""yīn""]","[""/marriage connections/"",""/variant of 姻[yin1]/""]"
涅,2,"[""niè"",""niè""]","[""/to blacken/abbr. for 涅槃[nie4 pan2]/"",""/variant of 涅[nie4]/""]"
咿,2,"[""yī"",""yī""]","[""/variant of 咿[yi1]/"",""/(onom.) to squeak/""]"
闲暇,2,"[""xián xiá"",""xián xiá""]","[""/leisure/free time/unoccupied/not in use/"",""/leisure/""]"
翱,2,"[""áo"",""áo""]","[""/see 翱翔[ao2 xiang2]/"",""/variant of 翱[ao2]/""]"
邪,2,"[""xié"",""xié""]","[""/old variant of 邪[xie2]/"",""/demonic/iniquitous/nefarious/evil/unhealthy influences that cause disease (Chinese medicine)/(coll.) strange/abnormal/""]"
坤,2,"[""kūn"",""kūn""]","[""/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing earth/female principle/☷/ancient Chinese compass point: 225° (southwest)/"",""/variant of 坤[kun1]/""]"
泄泻,2,"[""xiè xiè"",""xiè xiè""]","[""/diarrhea/"",""/loose bowels/diarrhea/to have the runs/""]"
雇,2,"[""gù"",""gù""]","[""/variant of 雇[gu4]/"",""/to employ/to hire/to rent/""]"
游隼,2,"[""yóu zhǔn"",""yóu zhǔn""]","[""/(bird species of China) peregrine falcon (Falco peregrinus)/"",""/peregrine falcon/""]"
愧,2,"[""kùi"",""kùi""]","[""/old variant of 愧[kui4]/"",""/ashamed/""]"
堤,2,"[""dī"",""dī""]","[""/dike/Taiwan pr. [ti2]/"",""/variant of 堤[di1]/""]"
橛,2,"[""jué"",""jué""]","[""/a peg/low post/"",""/old variant of 橛[jue2]/""]"
猊,2,"[""ní"",""ní""]","[""/(mythical animal)/lion/"",""/wild beast/wild horse/lion/trad. form used erroneously for 貌/simplified form used erroneously for 狻/""]"
岳,2,"[""yuè"",""yuè""]","[""/surname Yue/wife's parents and paternal uncles/"",""/surname Yue/high mountain/highest peak of a mountain ridge/""]"
玡,2,"[""yà"",""yà""]","[""/variant of 琊|玡[ya2]/"",""/used in place names, notably 瑯琊山|琅玡山[Lang2 ya2 Shan1]/""]"
厂,2,"[""chǎng"",""chǎng""]","[""/\""cliff\"" radical in Chinese characters (Kangxi radical 27), occurring in 原, 历, 压 etc/"",""/factory/yard/depot/workhouse/works/(industrial) plant/""]"
吻,2,"[""wěn"",""wěn""]","[""/kiss/to kiss/mouth/"",""/variant of 吻[wen3]/""]"
饮,2,"[""yǐn"",""yǐn""]","[""/old variant of 飲|饮[yin3]/"",""/to drink/to give (animals) water to drink/""]"
涎,2,"[""xián"",""xián""]","[""/variant of 涎[xian2]/"",""/saliva/""]"
流布,2,"[""líu bù"",""líu bù""]","[""/to spread/to circulate/to disseminate/"",""/to spread/to circulate/to disseminate/""]"
歌,2,"[""gē"",""gē""]","[""/song/CL:支[zhi1],首[shou3]/to sing/"",""/variant of 歌[ge1]/""]"
局,2,"[""jú"",""jú""]","[""/narrow/"",""/office/situation/classifier for games: match, set, round etc/""]"
家俱,2,"[""jiā jù"",""jiā jù""]","[""/variant of 家具[jia1 ju4]/"",""/variant of 家具[jia1 ju4]/""]"
荔,2,"[""lì"",""lì""]","[""/variant of 荔[li4]/"",""/litchi/""]"
梁,2,"[""liáng"",""liáng""]","[""/Liang Dynasty (502-557)/Later Liang Dynasty (907-923)/surname Liang/roof beam/beam (structure)/bridge/"",""/variant of 梁[liang2]/""]"
竖,2,"[""shù"",""shù""]","[""/variant of 豎|竖[shu4]/"",""/to erect/vertical/vertical stroke (in Chinese characters)/""]"
马德里,2,"[""mǎ dé lǐ"",""mǎ dé lǐ""]","[""/variant of 馬德里|马德里[Ma3 de2 li3], Madrid/"",""/Madrid, capital of Spain/""]"
复苏,2,"[""fù sū"",""fù sū""]","[""/to recover (health, economic)/to resuscitate/anabiosis/"",""/variant of 復甦|复苏[fu4 su1]/to recover (health, economic)/to resuscitate/anabiosis/""]"
啮,2,"[""niè"",""niè""]","[""/to gnaw/to erode/"",""/variant of 嚙|啮[nie4]/to gnaw/""]"
汞,2,"[""gǒng"",""gǒng""]","[""/mercury (chemistry)/"",""/variant of 汞[gong3]/sound of a bell/""]"
蔑,2,"[""miè"",""miè""]","[""/to belittle/nothing/"",""/defiled with blood/""]"
弥漫,2,"[""mí màn"",""mí màn""]","[""/to pervade/to fill the air/diffuse/everywhere present/about to inundate (water)/permeated by (smoke)/filled with (dust)/to saturate (the air with fog, smoke etc)/"",""/variant of 彌漫|弥漫[mi2 man4]/""]"
时,2,"[""shí"",""shí""]","[""/old variant of 時|时[shi2]/"",""/surname Shi/o'clock/time/when/hour/season/period/""]"
污蔑,2,"[""wū miè"",""wū miè""]","[""/variant of 污衊|污蔑[wu1 mie4]/"",""/to slander/to smear/to tarnish/""]"
幸,2,"[""xìng"",""xìng""]","[""/trusted/intimate/(of the emperor) to visit/variant of 幸[xing4]/"",""/surname Xing/fortunate/lucky/""]"
捶,2,"[""chúi"",""chúi""]","[""/to beat with the fist/to hammer/to cudgel/"",""/variant of 捶[chui2]/""]"
吟,2,"[""yín"",""yín""]","[""/to chant/to recite/to moan/to groan/cry (of certain animals and insects)/song (ancient poem)/"",""/old variant of 吟[yin2]/""]"
肛,2,"[""gāng"",""gāng""]","[""/rectal prolapse/variant of 肛[gang1]/"",""/anus/""]"
坛,2,"[""tán"",""tán""]","[""/platform/rostrum/altar/"",""/earthen jar/""]"
腮,2,"[""sāi"",""sāi""]","[""/cheek/"",""/variant of 腮[sai1]/""]"
吃,2,"[""chī"",""chī""]","[""/to eat/to consume/to eat at (a cafeteria etc)/to eradicate/to destroy/to absorb/to suffer/to stammer (Taiwan pr. for this sense is [ji2])/"",""/variant of 吃[chi1]/""]"
痴,2,"[""chī"",""chī""]","[""/imbecile/sentimental/stupid/foolish/silly/"",""/variant of 痴[chi1]/""]"
么,2,"[""yāo"",""yāo""]","[""/exclamatory final particle/interrogative final particle/suffix, used to form interrogative 什麼|什么[shen2 me5], what?, indefinite 這麼|这么[zhe4 me5] thus, etc/"",""/variant of 麼|么[me5]/""]"
扯,2,"[""chě"",""chě""]","[""/to pull/to tear/(of cloth, thread etc) to buy/to chat/to gossip/(coll.) (Tw) ridiculous/hokey/"",""/variant of 扯[che3]/to pull/to tear/""]"
布伍,2,"[""bù wǔ"",""bù wǔ""]","[""/to deploy troops/"",""/to deploy troops/""]"
假,2,"[""jiǎ"",""jiǎ""]","[""/see 假掰[gei1 bai1]/fake/false/artificial/to borrow/if/suppose/vacation/"",""/variant of 假[jia3]/to borrow/""]"
索马里,2,"[""suǒ mǎ lǐ"",""suǒ mǎ lǐ""]","[""/variant of 索馬里|索马里[Suo3 ma3 li3]/Somalia/"",""/Somalia/""]"
卧薪尝胆,2,"[""wò xīn cháng dǎn"",""wò xīn cháng dǎn""]","[""/lit. to sleep on brushwood and taste gall (like King Gou Jian of Yue 勾踐|勾践[Gou1 Jian4]), in order to recall one's humiliations) (idiom)/fig. to maintain one's resolve for revenge/"",""/lit. to lie on firewood and taste gall (idiom); fig. suffering patiently, but firmly resolved on revenge/""]"
庶,2,"[""shù"",""shù""]","[""/numerous/common people (or populace)/born of a concubine/"",""/old variant of 庶[shu4]/""]"
愆,2,"[""qiān"",""qiān""]","[""/fault/transgression/"",""/old variant of 愆[qian1]/""]"
冲昏头脑,2,"[""chōng hūn tóu nǎo"",""chōng hūn tóu nǎo""]","[""/lit. to be muddled in the brain (idiom); fig. excited and unable to act rationally/to go to one's head/"",""/lit. to be muddled in the brain (idiom); fig. excited and unable to act rationally/to go to one's head/""]"
膘,2,"[""piǎo"",""piǎo""]","[""/fat of a stock animal/"",""/variant of 膘[biao1]/""]"
弥,2,"[""mí"",""mí""]","[""/full/to fill/completely/more/"",""/brimming or overflowing/""]"
肠,2,"[""cháng"",""cháng""]","[""/intestines/"",""/old variant of 腸|肠[chang2]/""]"
开国元勋,2,"[""kāi guó yuán xūn"",""kāi guó yuán xūn""]","[""/variant of 開國元勳|开国元勋, founding figure (of country or dynasty)/founding father/fig. also used of company, school etc/"",""/founding figure (of a country or dynasty)/founding father/fig. also used of company or school etc/""]"
常态分布,2,"[""cháng tài fēn bù"",""cháng tài fēn bù""]","[""/normal distribution (in statistics)/"",""/normal distribution (in statistics)/""]"
檐,2,"[""yán"",""yán""]","[""/eaves/ledge or brim/"",""/variant of 檐[yan2]/""]"
鞋,2,"[""xié"",""xié""]","[""/shoe/CL:雙|双[shuang1],隻|只[zhi1]/"",""/variant of 鞋[xie2]/""]"
谥,2,"[""shì"",""shì""]","[""/posthumous name or title/to confer a posthumous title/"",""/variant of 諡|谥[shi4]/smiling face/""]"
答复,2,"[""dá fù"",""dá fù""]","[""/variant of 答覆|答复[da2 fu4]/"",""/to answer/to reply/Reply to: (in email header)/""]"
啕,2,"[""táo"",""táo""]","[""/wail/"",""/wail/""]"
墙,2,"[""qiáng"",""qiáng""]","[""/variant of 牆|墙[qiang2], wall/"",""/wall/CL:面[mian4],堵[du3]/""]"
晒,2,"[""shài"",""shài""]","[""/variant of 曬|晒[shai4]/"",""/(of the sun) to shine on/to bask in (the sunshine)/to dry (clothes, grain etc) in the sun/(fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from \""share\"")/(coll.) to give the cold shoulder to/""]"
杰,2,"[""jié"",""jié""]","[""/hero/heroic/outstanding person/prominent/distinguished/"",""/variant of 傑|杰[jie2]/""]"
迫,2,"[""pò"",""pò""]","[""/variant of 迫[po4]/to persecute/to oppress/embarrassed/"",""/to force/to compel/to approach or go towards/urgent/pressing/""]"
秸,2,"[""jiē"",""jiē""]","[""/grain stalks left after threshing/"",""/variant of 秸[jie1]/""]"
准,2,"[""zhǔn"",""zhǔn""]","[""/to allow/to grant/in accordance with/in the light of/"",""/accurate/standard/definitely/certainly/about to become (bride, son-in-law etc)/quasi-/para-/""]"
了,2,"[""le"",""le""]","[""/(completed action marker)/(modal particle indicating change of state, situation now)/(modal particle intensifying preceding clause)/to finish/to achieve/variant of 瞭|了[liao3]/to understand clearly/"",""/(of eyes) bright/clear-sighted/to understand clearly/unofficial variant of 瞭[liao4]/""]"
了解,2,"[""le jiě"",""le jiě""]","[""/to understand/to realize/to find out/"",""/to understand/to realize/to find out/""]"
汇集,2,"[""hùi jí"",""hùi jí""]","[""/to collect/to compile/to converge/also written 彙集|汇集[hui4 ji2]/"",""/to collect/to compile/to converge/""]"
珍,2,"[""zhēn"",""zhēn""]","[""/precious thing/treasure/culinary delicacy/rare/valuable/to value highly/"",""/variant of 珍[zhen1]/""]"
怪,2,"[""guài"",""guài""]","[""/bewildering/odd/strange/uncanny/devil/monster/to wonder at/to blame/quite/rather/"",""/variant of 怪[guai4]/""]"
鲧,2,"[""gǔn"",""gǔn""]","[""/variant of 鯀|鲧[Gun3]/"",""/Gun, mythical father of Yu the Great 大禹[Da4 Yu3]/""]"
靴,2,"[""xuē"",""xuē""]","[""/boots/"",""/variant of 靴[xue1]/""]"
衽,2,"[""rèn"",""rèn""]","[""/(literary) overlapping part of Chinese gown/lapel/sleeping mat/"",""/variant of 衽[ren4]/""]"
湿,2,"[""shī"",""shī""]","[""/variant of 濕|湿[shi1]/"",""/moist/wet/""]"
词汇,2,"[""cí hùi"",""cí hùi""]","[""/variant of 詞彙|词汇[ci2 hui4]/"",""/vocabulary/list of words (e.g. for language teaching purposes)/word/""]"
楦,2,"[""xuàn"",""xuàn""]","[""/(wooden) shoe last/variant of 楦[xuan4]/"",""/to block (a hat)/to stretch (a shoe)/""]"
峭,2,"[""qiào"",""qiào""]","[""/high and steep/precipitous/severe or stern/"",""/variant of 峭[qiao4]/""]"
后座,2,"[""hòu zuò"",""hòu zuò""]","[""/empress's throne/(fig.) first place in a feminine competition/"",""/back seat/pillion/""]"
游走,2,"[""yóu zǒu"",""yóu zǒu""]","[""/to swim away/"",""/to wander about/to roam/to move back and forth between (government and academia, two or more countries etc)/to flow through (a circuit, a network, the body)/to skirt (the border of legality)/(of a singer's voice) to move within its range/(of a stock price) to fluctuate within (a range)/""]"
雍,2,"[""yōng"",""yōng""]","[""/surname Yong/harmony/"",""/old variant of 雍[yong1]/""]"
制图,2,"[""zhì tú"",""zhì tú""]","[""/cartographic/graphics/"",""/to map/to chart/to draft/mapmaking/charting/""]"
刊,2,"[""kān"",""kān""]","[""/to print/to publish/publication/periodical/to peel with a knife/to carve/to amend/"",""/old variant of 刊[kan1]/to peel with a knife/to carve/to amend/""]"
霸,2,"[""bà"",""bà""]","[""/variant of 霸[ba4]/"",""/hegemon/tyrant/lord/feudal chief/to rule by force/to usurp/(in modern advertising) master/""]"
啼,2,"[""tí"",""tí""]","[""/to cry/to weep aloud/to crow/to hoot/"",""/variant of 啼[ti2]/""]"
伫,2,"[""zhù"",""zhù""]","[""/to stand for a long time/to wait/to look forward to/to accumulate/"",""/variant of 佇|伫[zhu4]/to stand for a long time/""]"
轮回,2,"[""lún húi"",""lún húi""]","[""/variant of 輪迴|轮回[lun2 hui2]/"",""/to reincarnate/reincarnation (Buddhism)/(of the seasons etc) to follow each other cyclically/cycle/CL:個|个[ge4]/""]"
愿,2,"[""yuàn"",""yuàn""]","[""/honest/prudent/variant of 願|愿[yuan4]/"",""/to hope/to wish/to desire/hoped-for/ready/willing/""]"
妊,2,"[""rèn"",""rèn""]","[""/pregnant/pregnancy/"",""/variant of 妊[ren4]/""]"
咩,2,"[""miē"",""miē""]","[""/the bleating of sheep/final particle which transforms statements into questions that indicate doubt or surprise (Cantonese)/"",""/old variant of 咩[mie1]/""]"
蛙,2,"[""wā"",""wā""]","[""/frog/CL:隻|只[zhi1]/"",""/old variant of 蛙[wa1]/""]"
